LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
10099,1958,1729,208,1,3,6,726775
13499,2000,1787,1036,1,4,6,1012686
7192,1965,1834,24,2,2,4,589134
7178,1952,1358,545,3,4,7,596209
10052,1973,1125,1163,1,3,7,777365
6734,2022,1602,274,2,5,8,586308
10116,1962,1865,1393,3,4,6,887069
19563,1951,1061,873,2,4,6,1235005
14404,2020,1331,221,1,3,5,945133
14544,1970,1618,1060,2,3,7,1056955
7568,1968,1440,874,3,3,7,639699
13847,1996,1874,1152,1,3,7,1042276
13771,1971,561,1339,2,4,7,934079
18135,1982,1665,1346,3,3,6,1297802
6203,1981,1233,1456,3,5,9,659207
5390,2013,1634,217,1,2,6,480958
5742,1988,1281,1271,1,3,5,571064
5925,2021,1680,110,1,3,5,470699
4619,1991,1038,815,1,4,7,457007
5274,1958,1096,707,2,2,6,469014
4956,1974,508,146,3,2,6,349906
5939,1951,775,1367,1,2,5,515857
7953,1968,726,551,1,3,7,586491
14573,1969,685,133,1,4,6,792394
4968,2019,1090,463,2,4,8,439022
18846,1966,1739,863,3,3,6,1300033
13508,2017,932,1214,3,2,5,969781
13235,1952,1068,1186,1,2,6,913867
4281,2000,1155,455,3,4,7,439955
15036,1975,855,1084,2,5,7,986496
19360,2005,1342,1028,3,3,5,1240971
10262,2013,891,1060,1,5,7,769452
5058,1957,1078,459,3,5,9,479693
8293,1986,1798,1240,2,2,5,745389
14724,1976,1974,138,2,5,7,963863
16020,1994,919,617,3,3,6,1026093
9178,1953,663,1122,3,4,7,703804
10980,1986,1278,679,1,3,6,797138
17472,2020,1137,960,1,3,5,1126129
13200,1982,1706,1287,1,3,6,950729
19026,1980,1833,598,3,3,5,1223897
5229,2004,516,595,2,5,7,459467
13227,1961,945,1247,2,2,4,886838
8585,1960,669,10,3,4,8,564149
12467,2021,1803,326,2,2,5,867125
6740,1981,839,1373,2,5,9,590062
6289,2006,1225,378,3,2,6,568067
5239,1987,1534,230,2,2,6,516707
9370,2009,632,1164,3,5,9,724064
4125,1968,1400,617,1,2,4,423657
16257,2005,1139,764,2,4,6,1080290
16504,1963,1671,48,3,5,8,1024407
11473,1982,1322,450,2,4,7,824681
16060,1959,1453,490,2,2,4,1070410
13400,2013,578,1228,1,3,6,906113
19398,2013,845,1432,3,3,6,1238244
9342,2011,1108,406,1,5,9,702291
11351,2017,1772,1074,2,3,7,913504
10638,1992,1138,174,2,3,7,707893
10570,2008,1547,1284,2,3,7,844619
7249,2001,1994,479,3,5,9,657253
13110,1968,1724,222,1,4,6,908567
11595,1970,630,268,3,3,7,719026
17605,1971,855,809,2,5,9,1096217
16115,1958,1443,892,1,4,6,1074171
10294,1958,649,900,2,5,9,677951
10527,2022,1827,918,1,3,6,847009
9757,1976,549,317,3,3,5,627120
16595,1966,963,384,3,2,5,1039153
17647,1993,1763,625,3,2,5,1190602
5969,1994,954,1242,3,2,4,546965
14985,1957,1806,1077,3,4,6,1081781
4891,1967,834,1223,1,5,9,511275
8470,1982,1875,642,1,4,6,688745
11175,1950,1167,1362,2,2,4,875570
14225,1955,826,703,1,2,6,884839
13556,1990,1515,304,2,3,7,917424
12320,2004,835,1268,3,4,6,883662
13206,1954,1165,841,1,3,7,877987
13991,2008,1494,1231,1,3,7,996013
10812,1967,580,510,3,5,9,740436
11519,1998,586,1282,3,2,5,828985
17669,2014,757,1403,3,3,7,1144321
8612,2003,1490,162,2,3,6,660810
13710,2010,684,737,2,2,4,894409
16373,1957,1197,340,1,2,5,1016079
5198,1952,622,931,3,5,8,476428
16065,1974,1619,529,1,5,8,1063669
19552,2018,1104,33,3,3,6,1138071
18646,2004,1014,997,3,3,6,1221232
9238,1989,1403,322,3,3,6,704434
19577,1999,1966,1204,3,4,6,1380328
14666,1982,1894,346,3,5,7,984242
10089,1967,804,1215,2,3,5,765581
15677,2006,1880,720,1,2,5,1081151
10257,1965,1671,1269,3,5,9,882902
16241,1987,1808,244,2,5,8,1049391
19504,1990,1156,677,2,3,5,1241763
11705,1956,761,914,3,4,7,791510
7719,2002,990,722,3,3,5,640785
4302,2012,1237,1003,2,4,8,493605
19079,1981,1554,132,3,4,8,1218855
16144,1987,1201,1220,2,2,4,1096354
16875,1971,1386,909,3,3,5,1162244
4986,1965,1791,1370,2,4,7,608499
14055,2001,511,48,3,5,8,806692
8440,1978,1714,1087,2,3,6,751422
8909,1965,1923,1127,1,4,8,782285
18275,1966,590,212,3,5,9,1041667
19136,2013,1099,118,3,2,6,1162262
7072,1962,800,855,2,2,5,525638
19506,2021,1634,760,3,3,5,1319231
17598,2005,579,678,1,3,5,1043399
18287,1954,1335,894,1,3,6,1136208
17965,1961,1151,1265,2,3,6,1185946
7124,1990,932,279,2,3,5,527955
13519,1952,916,423,3,4,6,857374
17380,1982,1737,362,2,5,9,1120902
14600,1999,1970,1020,1,3,6,1094981
15865,2005,517,1329,1,5,9,1040137
12125,1958,1577,313,3,4,8,837936
7291,1999,1245,1190,1,4,6,660714
8033,1978,739,1417,2,4,7,650050
9105,1988,1345,769,3,3,5,742620
4703,1994,917,1086,3,2,6,530585
12133,1966,1355,271,3,2,5,836191
4574,2005,1967,1060,2,3,7,569688
9704,1995,1098,1039,3,3,7,738155
15424,2016,1646,342,3,3,5,1036777
11848,2018,919,345,1,4,7,737011
9208,1963,715,232,1,2,5,597299
16975,2016,1943,989,3,2,5,1215064
10924,1972,1208,575,2,5,8,773031
14824,2010,1050,415,2,5,9,944899
7828,1972,1465,904,2,2,4,662688
18924,1976,1751,266,2,2,5,1216935
7230,2003,1760,996,1,4,8,674887
4488,1959,1853,1349,2,5,7,568380
11114,1965,1332,743,2,3,5,787064
13539,1990,1992,910,3,4,6,1048937
15873,2004,1179,442,2,5,8,997734
19740,2010,986,559,2,3,7,1218471
7173,1998,1122,75,2,3,5,523719
16781,2022,1938,246,2,2,4,1073178
5667,2001,718,579,1,2,4,463323
13829,1951,1220,312,3,3,7,884522
8114,1999,880,575,1,3,7,598331
19813,1992,586,342,3,2,5,1123585
7553,1957,1984,714,3,2,5,714168
11761,2008,1314,1205,3,2,6,906263
18732,2014,910,983,3,2,5,1228427
5000,1961,1190,725,1,5,9,494010
19638,1953,1512,631,3,2,5,1232444
13042,1990,1024,398,2,4,7,829009
5388,1956,946,1264,2,4,8,503855
9450,2018,799,713,3,4,6,691524
7712,2018,907,923,2,2,4,617203
5367,1979,874,291,2,3,6,460369
12189,2022,732,53,3,3,5,746325
13013,1955,1137,1168,3,5,7,957943
4454,1968,1149,1379,3,2,5,518765
13816,2015,1460,982,1,4,6,1022336
6772,1959,1572,476,3,3,7,559780
7726,1965,685,21,3,2,6,528440
11232,1986,1728,1354,1,4,6,900619
15339,1981,577,1315,2,4,8,1023281
16281,1996,1909,1259,1,4,8,1206085
8806,2021,693,1052,2,4,6,669075
6190,1992,1626,694,1,4,8,562174
13108,1985,1899,159,3,5,8,902837
16178,1975,786,909,1,4,7,998820
6875,1959,749,529,3,5,8,480667
18940,1980,1724,100,2,4,6,1173848
9592,1978,1035,1313,3,4,8,785795
5440,1954,1984,1400,1,4,6,646519
16592,1950,799,1196,1,4,6,1051539
12927,1952,1606,342,2,5,9,869012
15760,2016,1308,578,3,2,6,1024981
18626,2020,957,1214,2,3,7,1210074
10059,1984,1190,1462,3,5,7,849855
18437,1964,1821,789,3,5,7,1212143
18297,2016,1887,1366,2,5,8,1308097
15530,1979,1217,844,2,2,4,1026601
11010,1992,539,124,3,3,7,655530
15207,2009,1863,889,2,2,4,1094188
19981,1989,607,668,3,3,6,1201919
11117,2014,1839,1383,2,3,7,920848
15081,1978,1637,502,2,3,6,994018
13153,1968,1690,172,2,2,4,922360
6989,1952,760,886,1,3,5,555659
16040,1985,1747,1417,2,4,7,1172495
13218,1992,1785,1484,1,5,8,1021914
10228,1964,1774,119,3,3,7,734444
16057,1990,1025,272,3,5,9,1011012
10471,1985,1209,1381,2,2,5,806599
6863,1982,625,1409,1,2,6,558834
17761,1954,1729,912,3,4,7,1200651
14693,1963,1663,875,1,3,6,1030115
14139,2017,1585,857,1,5,7,1041529
18964,1996,1806,1342,3,5,8,1336608
19580,2003,553,260,1,5,9,1094768
5177,1953,845,1304,1,2,5,489295
8760,1958,635,1352,3,3,5,710182
4011,2002,829,1147,2,4,8,477813
9252,2009,1667,1499,2,4,7,861841
8399,1995,1959,277,1,2,4,697323
15556,2003,1805,92,2,3,7,1056682
15214,1986,635,958,3,4,6,984948
15563,1972,1312,822,3,4,6,1063183
18051,1976,1351,127,3,2,6,1082018
15022,2019,1924,531,1,5,7,1056959
12234,2015,1370,772,3,4,6,900852
13135,2010,1391,166,1,2,4,866223
14582,2000,1972,830,1,4,8,1041799
9445,1999,1134,235,3,4,6,642546
14737,1968,1168,1055,3,2,5,992934
14603,1950,1793,1254,1,2,4,1076086
17178,1989,1540,190,3,3,6,1084355
10570,1981,768,656,2,4,6,729588
13196,1971,1360,612,1,5,8,886328
12212,2015,981,1480,1,5,9,932013
4406,1989,1742,254,3,3,5,474484
18954,1987,1842,1302,3,3,6,1315803
13206,1997,1761,972,1,2,6,994250
8431,2004,784,1079,1,5,7,690580
14030,2004,1560,648,1,4,6,995446
15380,2000,602,105,3,2,4,888141
9243,2009,1953,191,1,4,8,712353
10542,1957,1291,1002,2,5,9,785265
10936,2017,738,1301,2,2,5,771022
18115,2021,1240,174,3,4,6,1099792
12906,1958,1144,634,1,3,6,833526
8146,1951,1648,84,1,4,7,585563
16046,2019,1381,947,2,4,7,1065456
16611,2008,1106,727,1,2,5,1025177
17076,1968,687,1239,3,5,8,1105779
4140,1977,1387,1037,3,4,6,516313
16757,2021,1779,1060,3,4,8,1200095
8882,1963,1486,1050,1,4,7,721166
18113,1973,1423,69,1,4,8,1084775
17645,1993,1293,153,2,3,6,1082095
10012,2005,1029,1461,2,5,7,814949
4963,2000,1175,764,3,5,8,523285
11151,1981,891,270,1,2,5,683702
12564,1999,1991,540,1,4,7,960678
15827,1990,1776,1097,3,2,4,1143278
14733,2015,1171,570,3,3,6,990105
7610,1974,1360,148,2,3,5,552281
13884,2010,1699,9,2,4,8,901318
10894,2015,965,643,3,2,6,751053
17467,1991,1338,61,1,2,6,1060289
18626,2014,1487,1411,2,5,7,1262157
17959,1985,1812,773,3,2,5,1215880
11311,1958,1573,1255,1,3,7,904922
4105,1985,503,527,3,3,7,349609
9539,1987,1351,444,1,4,7,678820
19005,1982,1746,1344,2,2,6,1284228
13873,1991,1785,1106,1,2,6,1011767
16289,2010,1034,1457,1,3,6,1125554
16208,1995,1402,16,3,4,6,1035931
14828,2010,1899,368,1,5,7,1037074
10787,1967,1584,683,2,5,9,777274
6137,2019,1879,907,3,4,8,652401
15608,1964,1145,582,3,4,6,989655
8445,1997,523,254,3,5,9,577136
7530,2021,1816,455,3,3,5,687900
5286,1962,1056,642,3,2,6,467717
19710,1992,1190,560,3,5,9,1266526
15371,2009,855,532,3,4,6,956827
19945,2006,1369,1415,2,4,7,1343089
17350,2020,1440,319,2,2,6,1137289
11052,1966,1074,219,3,4,8,755061
18494,1999,528,698,1,3,6,1098889
7654,1981,856,1437,3,4,8,667891
11102,1971,864,31,3,2,5,703129
6359,2004,1107,714,3,5,8,560208
19600,2006,908,753,1,3,5,1210459
12105,1962,1789,1039,2,4,7,917166
12636,1996,1814,408,1,2,4,882831
10441,2011,1066,827,1,5,7,747861
9047,2003,1676,172,1,5,7,681180
12227,1978,718,1202,1,2,6,822590
9203,1971,672,935,3,5,9,641822
13667,2014,1107,1127,2,5,8,971617
16149,1978,1535,1340,1,5,7,1128667
5798,1997,1885,706,2,5,9,581909
14037,1954,1357,975,3,2,6,962559
13600,1984,1156,782,3,2,5,931232
9291,2020,1468,1204,2,4,8,757271
9495,1995,1605,131,3,4,8,708636
13900,1984,1863,662,2,3,7,1015611
17673,1994,940,1178,1,5,9,1135001
18894,1962,1116,358,3,5,9,1179948
15130,1959,725,1258,3,3,7,1024016
10284,2015,870,759,2,2,5,733880
19222,2019,527,164,3,2,4,1090417
11285,2021,1507,716,1,3,7,832984
5300,1974,1494,426,3,4,6,523998
10869,1993,515,676,3,4,7,765429
13435,2009,1800,487,3,5,8,983167
16168,1996,832,212,2,4,6,996369
7097,1989,982,765,1,2,4,538068
8616,1956,1065,156,1,3,6,568894
18094,1995,1811,1098,3,3,7,1254432
4009,1972,613,434,3,3,5,383620
17271,1995,537,1201,2,4,6,1055019
14617,1962,953,841,1,3,7,999205
9752,1970,1241,644,3,3,5,727094
13852,1950,665,311,1,4,8,843759
19017,1968,1193,126,3,2,5,1127829
14823,2009,704,376,3,5,7,905536
10295,1982,1377,1368,2,2,6,863116
8815,1953,744,224,1,4,8,564583
5072,1952,1856,1040,1,3,6,554300
7225,2001,1442,496,3,5,7,633042
17146,1977,1919,472,3,2,6,1156421
5316,2019,1320,1334,2,5,7,603596
9699,2019,1006,1160,3,2,6,770575
16337,2004,1423,474,1,2,4,1050364
10807,2006,1644,216,2,4,6,807812
10674,1965,1782,195,1,2,6,757032
7683,1973,909,200,2,3,7,523986
11227,2018,809,365,1,4,6,743598
19526,1990,567,718,3,5,7,1122510
7273,1996,613,399,1,4,7,520690
11000,2018,719,589,1,2,6,751350
4145,1980,719,213,2,5,7,369692
9010,1979,1996,340,1,3,5,686025
7040,1967,1229,1352,3,4,8,694048
13654,1993,1248,958,2,2,4,935154
18577,1976,1442,118,2,5,7,1141637
16868,1975,885,1448,1,3,6,1135010
19022,2009,1821,835,2,3,6,1257042
13776,1967,1429,841,3,4,8,973678
4482,2005,1776,866,1,5,9,513715
7179,1980,904,1396,3,2,6,634225
5249,2008,991,1202,1,5,8,510814
16960,1951,856,1455,1,3,6,1114066
4630,1988,1951,944,2,5,8,548394
18996,2010,714,401,2,4,6,1117506
12853,2012,1903,1417,2,5,8,1026908
15695,1967,1251,882,1,5,8,1023835
6852,1966,1326,565,2,4,8,598518
14658,1988,1737,1102,3,5,8,1061718
4987,2020,1621,423,2,4,7,503893
11622,2003,1027,117,3,4,6,765240
11327,1984,1415,367,2,4,7,807599
13738,1960,1165,1129,1,3,7,908176
12841,2010,1209,1128,2,5,7,935180
13160,1993,1034,1326,3,4,7,972033
14829,2017,1053,629,3,2,5,1003026
5100,1974,827,147,2,2,5,390237
10652,1997,1401,149,3,3,5,718688
12632,1981,1688,815,1,4,6,920942
11421,1953,1639,255,2,4,7,791717
9016,1987,649,81,3,3,7,586702
4769,2012,1555,15,2,5,8,495864
5343,1996,1156,900,2,4,6,503103
18114,1950,1305,192,2,4,6,1117337
8358,1952,792,722,2,2,4,617961
19956,2011,1418,1097,2,4,8,1320687
15921,2013,1188,1300,1,3,6,1093986
16098,1966,1456,1084,2,2,5,1135191
13769,2011,1700,972,1,3,5,1024755
19733,1984,1584,950,2,3,6,1273571
10780,1962,915,535,3,4,8,738582
19526,1984,1906,342,2,5,9,1234595
16200,1992,1097,394,2,4,7,1039451
10602,1951,506,942,3,5,8,731144
17286,2005,1417,257,1,2,5,1029707
15543,2000,584,1221,1,3,6,948505
16987,2003,1273,52,1,3,6,1011587
6349,1965,1456,650,1,4,7,545701
15794,1967,1921,270,3,5,7,1060036
9699,1956,1916,200,1,3,5,719211
5241,1994,1570,395,1,3,5,522676
5125,1985,1864,377,1,5,9,554345
14793,1990,1105,675,1,3,7,999307
18623,1991,925,534,1,3,7,1148516
13382,1956,925,922,2,3,7,903191
10764,1964,1235,1111,2,5,7,793966
9101,2009,1290,397,1,5,8,692491
16323,1989,1014,1205,3,2,5,1058195
17031,1986,1652,866,3,3,6,1165783
18052,2015,1772,1306,2,3,7,1235135
16640,2004,1240,560,3,2,4,1107047
11843,2005,630,189,2,5,8,743233
18210,1993,822,204,1,5,9,1056879
4072,2006,1322,967,1,4,8,470275
18983,1955,1042,43,3,5,9,1113444
9472,1981,565,1003,3,4,7,675157
14106,1967,1217,1323,3,2,4,997837
9189,2017,1624,1018,1,5,8,738666
6472,2022,530,639,1,2,4,463682
15238,1956,1384,993,3,4,6,1028153
4707,1957,690,700,3,3,6,431869
5804,2013,914,1302,3,3,6,576369
10704,1956,1246,712,3,2,6,790132
19163,1990,1569,1408,2,3,7,1294432
7713,1989,1612,636,3,2,5,664411
9051,1952,874,803,3,4,7,630182
14756,1966,1769,310,2,3,5,1003718
6475,2015,1057,877,2,4,6,601982
7610,2001,1780,856,2,5,9,717418
8255,1971,1875,273,2,3,5,651239
18484,1953,1628,1474,3,3,6,1291378
15015,1955,1860,530,1,3,5,1019759
11397,1987,1824,16,1,2,4,745744
5735,1975,1600,717,1,5,7,585773
13777,1960,1753,1053,1,5,8,986101
12258,1966,1077,469,1,5,9,818801
15253,1980,531,810,1,4,6,936318
11979,1984,557,1327,2,5,8,869502
6428,1965,1627,554,2,2,4,556726
16345,1967,811,92,1,2,4,922537
11426,2011,1590,881,3,4,7,900483
12533,1976,1189,577,3,4,6,849100
9249,1984,1897,630,1,5,8,788813
14966,1994,734,820,3,5,9,956755
9291,1984,1142,583,2,2,4,689015
6817,1977,1635,845,2,2,5,626868
14853,1958,1912,1185,3,5,7,1096605
13424,1964,1931,841,1,2,4,998949
7874,1970,1577,327,2,4,6,609040
14593,2001,1301,729,3,2,5,998578
13686,1984,738,253,3,5,8,798661
18109,2000,1818,1463,2,4,7,1295006
8211,2004,611,570,2,2,6,599295
19623,1993,1611,543,1,4,6,1236473
4661,2014,975,850,3,5,8,493995
16075,1974,803,119,1,2,4,957269
17753,1996,1828,974,2,5,7,1247797
15811,2005,789,821,3,3,5,968531
18788,1987,707,513,2,5,8,1106610
14060,1960,1367,978,2,3,7,969767
19836,2016,1081,96,2,4,8,1175547
14526,1964,869,870,1,4,8,933123
7374,1950,719,1393,2,3,7,604426
13208,1956,1754,1440,1,4,7,999818
16598,1950,1301,256,2,4,8,996816
4207,1998,1318,127,2,5,9,394071
6665,2022,848,1382,3,3,6,639662
6493,1978,754,1179,2,2,5,535385
10813,1975,951,56,3,4,6,682804
4632,1994,641,581,3,4,6,387840
14294,2020,1592,555,1,2,6,978082
15151,1961,588,723,3,5,7,966152
7083,1981,1370,652,3,5,8,643909
16944,1969,1659,1099,2,5,7,1165914
17711,2000,1022,157,2,2,4,1047158
14123,1985,1159,84,1,5,8,876525
7719,2016,1450,321,3,4,8,624478
11123,1950,1409,308,3,5,7,789446
14754,1976,941,283,1,4,6,920529
5679,1989,537,1065,2,2,6,505764
19901,1963,1731,1002,3,5,7,1323896
4236,2018,709,133,1,5,9,340708
11446,1955,1012,613,2,4,7,753254
8443,1982,1883,648,1,2,5,670106
10770,2004,1524,1427,1,5,9,895691
19463,1968,1480,1245,3,2,5,1291033
16917,1978,880,228,2,4,7,1005218
13732,2010,1327,1475,3,4,7,1083722
10099,2019,1358,997,3,5,8,847895
16135,1973,893,1329,2,2,5,1066711
17559,1972,1573,118,2,4,7,1097823
12555,1959,895,937,2,2,4,821466
6368,2003,531,323,3,3,5,477611
19992,1990,1044,920,2,3,5,1247580
4285,1998,1211,158,2,5,8,392897
4148,1966,1757,238,2,2,4,446691
17395,2005,1549,395,1,2,6,1121495
8037,1994,1957,319,2,4,8,724003
10549,1979,1584,1212,3,2,6,825495
11121,1993,1052,308,1,2,4,702060
16743,2004,1964,248,3,4,7,1122553
13958,1968,1653,537,1,5,9,961905
8895,1978,1877,700,2,4,6,784471
9280,1951,697,393,1,3,5,622868
5012,1985,1298,651,3,2,5,454526
15023,1968,1193,1017,1,2,5,989093
14699,1956,1894,405,2,5,7,981275
19909,1975,646,999,2,3,6,1176346
13715,1987,997,1204,3,2,5,968623
6785,1952,547,20,1,4,7,429351
14748,2015,1269,154,3,2,5,972395
7725,2020,1150,866,3,5,8,635693
8576,1992,1695,558,3,4,6,716193
9782,2011,1112,193,2,2,6,657083
10257,2020,1198,1247,1,5,7,844823
19084,1973,1838,398,2,3,5,1201741
13793,1988,875,279,2,4,6,860776
6408,2017,1305,979,2,4,6,581074
4340,1993,1420,1033,1,3,5,529154
6817,1954,1374,1399,2,4,7,696093
18298,2004,1309,471,2,5,9,1140155
19096,1979,1943,151,2,3,6,1191553
19304,1978,1404,1147,1,2,6,1253976
6496,1975,1919,801,1,5,7,622944
9962,1975,1710,552,3,3,5,799730
17122,1986,1505,1447,2,2,4,1201224
9299,2002,532,729,2,5,7,676991
13917,1979,568,512,1,5,7,825932
11574,1952,1091,1012,1,4,6,792085
5689,1992,1714,170,2,4,6,532757
7267,1956,600,849,3,3,7,588844
19825,1998,1808,793,3,2,4,1287034
8406,2022,1413,124,2,5,7,649821
12453,1990,1232,174,3,5,7,816998
5442,2003,889,503,3,3,7,493373
12597,2018,659,1408,2,4,8,879266
14382,1976,1391,710,3,5,7,997500
8437,1957,1570,105,1,5,8,648862
9435,1981,1682,527,2,4,8,715063
19460,2013,1969,37,1,2,4,1224545
12435,1959,1195,394,2,2,6,806198
16777,1962,1257,920,1,4,7,1107097
8107,2012,1022,476,3,5,7,636129
19598,1984,1231,1490,1,4,8,1283846
4560,2010,654,721,1,2,5,401624
16329,2003,838,314,1,3,7,935801
14917,1957,1888,1308,1,3,7,1109950
12785,1978,1294,1487,1,2,4,983746
9548,1990,1671,1287,2,2,4,804330
5826,1979,1398,1452,1,2,6,604243
15421,1970,1667,364,1,4,7,1041598
15479,1960,602,180,2,3,5,854261
16265,1951,1311,733,2,2,6,1058023
17981,1999,592,875,3,5,9,1148924
11629,1990,1474,993,1,3,5,852553
12325,2015,1809,660,1,4,6,901810
7138,1952,1947,243,3,5,9,658069
16111,2000,618,312,1,4,6,921725
19366,2017,528,75,3,2,6,1105938
17235,1974,1512,261,2,2,5,1083760
11693,1979,1553,230,1,2,4,814356
12264,1960,1371,702,1,5,7,855950
16686,1966,1889,1403,2,2,6,1229015
17716,1975,1299,645,1,3,5,1105000
11842,1972,1661,1332,2,2,5,898529
10721,2005,974,1411,2,3,7,795231
11002,2001,1062,756,3,5,8,780366
8225,1997,1915,1348,2,4,7,805175
6978,1969,934,841,3,4,7,567078
19825,1951,1303,878,2,3,6,1244272
11373,1980,1757,1479,3,5,9,958066
9907,1976,554,1366,3,3,5,724655
10097,1951,1430,515,3,2,5,742776
16553,1953,1815,441,3,2,5,1112969
9656,1962,1251,582,1,2,6,690415
14177,1984,811,261,2,4,7,884619
12984,2021,1612,748,2,3,6,933956
18588,2015,1735,818,2,5,8,1254511
19157,1955,1456,1001,2,3,6,1241992
17600,1980,817,1486,3,3,5,1185775
8259,1959,1256,866,1,3,6,661343
12286,1970,964,607,2,2,6,794559
9901,1972,1610,909,2,2,4,793307
19168,1952,1932,1250,2,3,7,1293074
13325,1981,1763,522,3,2,4,952127
18671,1969,1199,1212,2,4,6,1219738
8917,1978,1580,1232,2,2,5,768448
12429,2001,1636,1036,1,4,7,933149
18716,1995,1234,161,3,4,8,1126622
19795,1983,1593,1458,1,3,5,1315094
15138,2010,1238,4,2,3,5,955712
6530,2021,1267,201,3,2,5,572243
5960,2020,1707,415,2,5,7,581616
11045,2019,1243,1035,2,3,6,836385
5048,1960,775,947,3,4,7,453041
9772,2012,732,1420,1,4,8,717213
19476,1970,553,1364,3,2,5,1179342
6529,1952,756,751,3,4,7,538362
19751,1959,589,949,1,3,5,1133541
6964,1976,1958,372,3,2,6,642167
11137,1961,907,1401,1,2,6,789003
4963,1956,1792,1248,1,5,9,592142
4536,1966,865,1205,3,2,5,470446
19438,2014,850,1320,3,5,9,1241887
17891,2013,1822,1330,1,3,6,1225960
11340,1975,1682,430,1,4,7,781236
18267,1964,986,689,1,3,6,1088409
11179,1982,1341,117,1,2,5,778828
11967,2011,1483,1375,1,5,9,963531
16415,1996,1878,587,3,4,8,1134687
15871,1984,1120,1069,2,2,4,1045321
16379,2014,1429,226,3,3,7,1036917
15916,2021,900,1379,2,2,4,1077194
12734,1974,1928,1317,1,5,9,991983
4845,2006,1619,1263,3,3,7,580698
15795,1981,1069,347,2,2,6,980383
9777,2012,1474,140,1,5,8,683661
7036,1961,891,203,3,2,6,454890
9947,2012,851,1003,2,5,9,734651
6494,1950,1305,860,3,2,4,610239
16677,2000,1075,844,2,3,7,1043184
6719,2019,1276,994,3,3,6,603882
5884,1957,1132,1292,3,3,7,570968
16330,2017,1811,312,2,3,5,1051942
8349,1954,1022,1441,3,3,7,740021
15393,1988,1225,136,3,4,8,969106
9179,1972,661,350,1,2,4,551079
14902,2017,1158,1184,2,3,7,1031839
10610,2001,1705,172,3,4,6,782715
10430,1953,1349,1153,2,4,6,807773
11154,1996,581,78,3,2,5,674089
17828,1970,1023,978,2,5,8,1139914
19826,2005,503,568,2,2,4,1151096
14145,2015,994,862,1,2,5,939818
19113,2008,1574,56,1,5,8,1141109
10488,1956,1784,1423,2,5,7,893103
8737,1998,1657,362,3,3,7,701778
10525,1965,1885,1358,2,5,9,887844
7850,1966,1067,133,3,5,9,606419
4689,1983,1740,13,2,2,5,447986
17564,1982,1377,282,1,2,5,1083779
14142,1975,1591,805,1,2,6,965219
9175,2015,1511,1444,3,5,7,822667
17774,2012,1514,126,2,4,6,1118151
12648,1990,1363,217,3,3,5,819709
9078,2007,1666,744,1,2,5,746900
14322,1959,1869,679,2,4,8,988976
16168,1964,1278,996,1,3,5,1082625
17410,1991,1717,259,1,2,6,1095032
16436,2006,1504,1241,2,4,8,1194314
9448,1966,1769,1466,3,3,6,865357
5179,2009,813,98,2,2,4,417508
16477,1958,1229,181,1,2,5,990148
15757,1985,883,168,1,4,8,953641
13074,2022,776,232,1,5,9,826301
10406,1985,1595,955,1,5,9,782064
19439,1997,1652,1116,3,2,4,1285432
12591,2000,1881,471,2,4,6,901144
10907,2019,1197,1108,2,5,7,825994
12800,2017,1743,678,3,5,9,952062
19619,1971,1529,380,3,5,9,1243480
18083,1955,1250,1430,1,4,6,1227146
5638,1975,1482,1255,2,4,8,615219
9671,1952,1123,250,2,3,7,681267
10928,2001,727,1108,2,5,9,769073
14340,2009,516,318,3,4,6,858025
5382,2012,511,192,1,3,6,377792
